Chromosome,Plasmid,Label
NZ_AP025531.1,NZ_AP025533.1,1
NZ_AP025531.1,NZ_AP025534.1,1
NZ_AP026680.1,NZ_AP026681.1,1
NZ_AP026680.1,NZ_AP026682.1,1
NZ_CP116067.1,NZ_CP116068.1,1
NZ_CP116067.1,NZ_CP116069.1,1
NZ_CP116067.1,NZ_CP116070.1,1
NZ_CP116085.1,NZ_CP116086.1,1
NZ_CP116085.1,NZ_CP116087.1,1
NZ_CP116088.1,NZ_CP116089.1,1
NZ_CP116088.1,NZ_CP116090.1,1
NZ_CP116088.1,NZ_CP116091.1,1
NZ_CP116088.1,NZ_CP116092.1,1
NZ_CP116088.1,NZ_CP116093.1,1
NZ_CP116094.1,NZ_CP116095.1,1
NZ_CP116094.1,NZ_CP116096.1,1
NZ_CP116094.1,NZ_CP116097.1,1
NZ_CP116094.1,NZ_CP116098.1,1
NZ_CP116094.1,NZ_CP116099.1,1
NZ_CP116100.1,NZ_CP116101.1,1
NZ_CP116100.1,NZ_CP116102.1,1
NZ_CP116106.1,NZ_CP116107.1,1
NZ_CP116106.1,NZ_CP116108.1,1
NZ_CP116106.1,NZ_CP116109.1,1
NZ_CP116115.1,NZ_CP116116.1,1
NZ_CP116115.1,NZ_CP116117.1,1
NZ_CP116115.1,NZ_CP116118.1,1
NZ_CP116115.1,NZ_CP116119.1,1
NZ_CP116115.1,NZ_CP116120.1,1
NZ_CP116115.1,NZ_CP116121.1,1
NZ_CP116115.1,NZ_CP116122.1,1
NZ_CP116136.1,NZ_CP116137.1,1
NZ_CP116136.1,NZ_CP116138.1,1
NZ_CP116136.1,NZ_CP116139.1,1
NZ_CP116136.1,NZ_CP116140.1,1
NZ_CP116136.1,NZ_CP116141.1,1
NZ_CP116136.1,NZ_CP116142.1,1
NZ_CP116136.1,NZ_CP116143.1,1
NZ_CP116136.1,NZ_CP116144.1,1
NZ_CP116145.1,NZ_CP116146.1,1
NZ_CP116145.1,NZ_CP116147.1,1
NZ_CP116145.1,NZ_CP116148.1,1
NZ_CP116145.1,NZ_CP116149.1,1
NZ_CP116145.1,NZ_CP116150.1,1
NZ_CP116145.1,NZ_CP116151.1,1
NZ_CP116159.1,NZ_CP116160.1,1
NZ_CP116159.1,NZ_CP116161.1,1
NZ_CP116159.1,NZ_CP116162.1,1
NZ_CP116159.1,NZ_CP116163.1,1
NZ_CP116159.1,NZ_CP116164.1,1
NZ_CP116159.1,NZ_CP116165.1,1
NZ_CP116166.1,NZ_CP116167.1,1
NZ_CP116166.1,NZ_CP116168.1,1
NZ_CP116169.1,NZ_CP116170.1,1
NZ_CP116169.1,NZ_CP116171.1,1
NZ_CP116169.1,NZ_CP116172.1,1
NZ_CP116169.1,NZ_CP116173.1,1
NZ_CP116169.1,NZ_CP116174.1,1
NZ_CP116169.1,NZ_CP116175.1,1
NZ_CP116188.1,NZ_CP116189.1,1
NZ_CP116188.1,NZ_CP116190.1,1
NZ_CP116191.1,NZ_CP116192.1,1
NZ_CP116191.1,NZ_CP116193.1,1
NZ_CP116194.1,NZ_CP116195.1,1
NZ_CP116194.1,NZ_CP116196.1,1
NZ_CP116197.1,NZ_CP116198.1,1
NZ_CP116197.1,NZ_CP116199.1,1
NZ_CP116197.1,NZ_CP116200.1,1
NZ_CP116197.1,NZ_CP116201.1,1
NZ_CP116463.1,NZ_CP116470.1,1
NZ_CP116463.1,NZ_CP116471.1,1
NZ_CP116463.1,NZ_CP116472.1,1
NZ_CP116463.1,NZ_CP116464.1,1
NZ_CP116463.1,NZ_CP116465.1,1
NZ_CP116463.1,NZ_CP116466.1,1
NZ_CP116463.1,NZ_CP116467.1,1
NZ_CP116463.1,NZ_CP116468.1,1
NZ_CP116463.1,NZ_CP116474.1,1
NZ_CP116503.1,NZ_CP116504.1,1
NZ_CP116503.1,NZ_CP116505.1,1
NZ_CP116503.1,NZ_CP116506.1,1
NZ_CP116514.1,NZ_CP116515.1,1
NZ_CP116514.1,NZ_CP116516.1,1
NZ_CP116532.1,NZ_CP116533.1,1
NZ_CP116532.1,NZ_CP116534.1,1
NZ_CP116532.1,NZ_CP116535.1,1
NZ_CP116517.1,NZ_CP116518.1,1
NZ_CP116517.1,NZ_CP116519.1,1
NZ_CP116520.1,NZ_CP116521.1,1
NZ_CP116520.1,NZ_CP116522.1,1
NZ_CP116507.1,NZ_CP116508.1,1
NZ_CP116507.1,NZ_CP116509.1,1
NZ_CP116583.1,NZ_CP116584.1,1
NZ_CP116583.1,NZ_CP116585.1,1
NZ_CP116583.1,NZ_CP116586.1,1
NZ_CP116587.1,NZ_CP116588.1,1
NZ_CP116587.1,NZ_CP116589.1,1
NZ_CP116590.1,NZ_CP116591.1,1
NZ_CP116555.1,NZ_CP116556.1,1
NZ_CP116559.1,NZ_CP116560.1,1
NZ_CP116523.1,NZ_CP116524.1,1
NZ_CP116523.1,NZ_CP116525.1,1
NZ_CP116523.1,NZ_CP116526.1,1
NZ_CP116523.1,NZ_CP116527.1,1
NZ_CP116528.1,NZ_CP116529.1,1
NZ_CP116528.1,NZ_CP116530.1,1
NZ_CP116528.1,NZ_CP116531.1,1
NZ_CP116557.1,NZ_CP116558.1,1
NZ_CP116536.1,NZ_CP116537.1,1
NZ_CP116536.1,NZ_CP116538.1,1
NZ_CP116536.1,NZ_CP116539.1,1
NZ_CP116561.1,NZ_CP116562.1,1
NZ_CP116561.1,NZ_CP116563.1,1
NZ_CP116540.1,NZ_CP116541.1,1
NZ_CP116540.1,NZ_CP116542.1,1
NZ_CP116543.1,NZ_CP116544.1,1
NZ_CP116543.1,NZ_CP116545.1,1
NZ_CP116546.1,NZ_CP116547.1,1
NZ_CP116546.1,NZ_CP116548.1,1
NZ_CP116553.1,NZ_CP116554.1,1
NZ_CP116564.1,NZ_CP116565.1,1
NZ_CP116575.1,NZ_CP116576.1,1
NZ_CP116575.1,NZ_CP116577.1,1
NZ_CP116575.1,NZ_CP116578.1,1
NZ_CP116566.1,NZ_CP116567.1,1
NZ_CP116566.1,NZ_CP116568.1,1
NZ_CP116672.1,NZ_CP116673.1,1
NZ_CP116672.1,NZ_CP116674.1,1
NZ_CP116680.1,NZ_CP116681.1,1
NZ_CP102909.1,NZ_CP102910.1,1
NZ_CP102909.1,NZ_CP102911.1,1
NZ_CP102913.1,NZ_CP102914.1,1
NZ_CP102913.1,NZ_CP102915.1,1
NZ_CP102913.1,NZ_CP102916.1,1
NZ_CP102917.1,NZ_CP102918.1,1
NZ_CP102917.1,NZ_CP102919.1,1
NZ_CP102917.1,NZ_CP102920.1,1
NZ_CP116801.1,NZ_CP116802.1,1
NZ_CP116803.1,NZ_CP116804.1,1
NZ_CP097269.1,NZ_CP097270.1,1
NZ_CP117025.1,NZ_CP117026.1,1
NZ_CP117025.1,NZ_CP117027.1,1
NZ_CP117025.1,NZ_CP117028.1,1
NZ_CP116592.1,NZ_CP116593.1,1
NZ_CP116592.1,NZ_CP116594.1,1
NZ_CP116110.1,NZ_CP116111.1,1
NZ_CP116110.1,NZ_CP116112.1,1
NZ_CP116110.1,NZ_CP116113.1,1
NZ_CP116110.1,NZ_CP116114.1,1
NZ_CP067124.1,NZ_CP067125.1,1
NZ_CP067124.1,NZ_CP067126.1,1
NZ_CP067124.1,NZ_CP067127.1,1
NZ_CP067124.1,NZ_CP067128.1,1
NZ_CP067134.1,NZ_CP067135.1,1
NZ_CP067140.1,NZ_CP067141.1,1
NZ_CP067169.1,NZ_CP067170.1,1
NZ_CP067169.1,NZ_CP067171.1,1
NZ_CP067169.1,NZ_CP067172.1,1
NZ_CP067169.1,NZ_CP067173.1,1
NZ_CP067169.1,NZ_CP067174.1,1
NZ_CP067169.1,NZ_CP067175.1,1
NZ_CP067169.1,NZ_CP067176.1,1
NZ_CP067169.1,NZ_CP067177.1,1
NZ_CP067169.1,NZ_CP067178.1,1
NZ_CP117203.1,NZ_CP117204.1,1
NZ_CP117203.1,NZ_CP117205.1,1
NZ_CP117229.1,NZ_CP117228.1,1
NZ_CP117238.1,NZ_CP117237.1,1
NZ_CP117242.1,NZ_CP117240.1,1
NZ_CP117242.1,NZ_CP117243.1,1
NZ_CP117242.1,NZ_CP117241.1,1
NZ_CP117244.1,NZ_CP117245.1,1
NZ_CP117227.1,NZ_CP117223.1,1
NZ_CP117227.1,NZ_CP117225.1,1
NZ_CP117227.1,NZ_CP117226.1,1
NZ_CP117227.1,NZ_CP117224.1,1
NZ_CP117230.1,NZ_CP117231.1,1
NZ_CP117296.1,NZ_CP117297.1,1
NZ_CP117411.1,NZ_CP117412.1,1
NZ_CP117411.1,NZ_CP117413.1,1
NZ_CP117411.1,NZ_CP117414.1,1
NZ_CP117411.1,NZ_CP117415.1,1
NZ_CP115165.1,NZ_CP115166.1,1
NZ_CP115165.1,NZ_CP115167.1,1
NZ_CP115165.1,NZ_CP115168.1,1
NZ_CP115165.1,NZ_CP115169.1,1
NZ_CP117723.1,NZ_CP117724.1,1
NZ_CP117723.1,NZ_CP117725.1,1
NZ_CP117723.1,NZ_CP117727.1,1
NZ_CP117740.1,NZ_CP117741.1,1
NZ_CP117740.1,NZ_CP117742.1,1
NZ_CP117740.1,NZ_CP117743.1,1
NZ_CP117730.1,NZ_CP117731.1,1
NZ_CP117730.1,NZ_CP117732.1,1
NZ_CP117730.1,NZ_CP117733.1,1
NZ_CP117730.1,NZ_CP117734.1,1
NZ_CP117730.1,NZ_CP117735.1,1
NZ_CP117730.1,NZ_CP117736.1,1
NZ_CP117730.1,NZ_CP117737.1,1
NZ_CP117728.1,NZ_CP117729.1,1
NZ_CP117762.1,NZ_CP117763.1,1
NZ_CP117750.1,NZ_CP117751.1,1
NZ_CP117750.1,NZ_CP117752.1,1
NZ_CP117750.1,NZ_CP117753.1,1
NZ_CP117750.1,NZ_CP117756.1,1
NZ_CP117750.1,NZ_CP117758.1,1
NZ_CP117759.1,NZ_CP117760.1,1
NZ_CP117554.1,NZ_CP117555.1,1
NZ_CP117821.1,NZ_CP117822.1,1
NZ_CP117853.1,NZ_CP117854.1,1
NZ_CP117853.1,NZ_CP117855.1,1
NZ_CP118106.1,NZ_CP118105.1,1
NZ_CP118106.1,NZ_CP118107.1,1
NZ_CP118108.1,NZ_CP118109.1,1
NZ_CP118108.1,NZ_CP118110.1,1
NZ_CP118108.1,NZ_CP118111.1,1
NZ_CP118189.1,NZ_CP118190.1,1
NZ_CP118189.1,NZ_CP118192.1,1
NZ_CP118189.1,NZ_CP118193.1,1
NZ_CP118189.1,NZ_CP118194.1,1
NZ_CP082215.1,NZ_CP082216.1,1
NZ_CP115150.1,NZ_CP115151.1,1
NZ_CP115150.1,NZ_CP115152.1,1
NZ_CP118398.1,NZ_CP118399.1,1
NZ_CP118398.1,NZ_CP118401.1,1
NZ_CP118398.1,NZ_CP118403.1,1
NZ_CP118398.1,NZ_CP118404.1,1
NZ_CP118383.1,NZ_CP118384.1,1
NZ_CP118383.1,NZ_CP118385.1,1
NZ_CP118383.1,NZ_CP118386.1,1
NZ_CP118383.1,NZ_CP118389.1,1
NZ_CP118496.1,NZ_CP118498.1,1
NZ_CP118537.1,NZ_CP118538.1,1
NZ_CP118545.1,NZ_CP118546.1,1
NZ_CP118552.1,NZ_CP118553.1,1
NZ_CP118552.1,NZ_CP118554.1,1
NZ_CP118560.1,NZ_CP118563.1,1
NZ_CP118567.1,NZ_CP118568.1,1
NZ_CP118567.1,NZ_CP118569.1,1
NZ_CP118567.1,NZ_CP118571.1,1
NZ_CP118714.1,NZ_CP118715.1,1
NZ_CP118714.1,NZ_CP118716.1,1
NZ_CP118718.1,NZ_CP118719.1,1
NZ_CP118718.1,NZ_CP118720.1,1
NZ_CP118718.1,NZ_CP118721.1,1
NZ_CP118723.1,NZ_CP118724.1,1
NZ_CP135052.1,NZ_CP135053.1,1
NZ_CP135052.1,NZ_CP135054.1,1
NZ_CP119372.1,NZ_CP119373.1,1
NZ_CP119400.1,NZ_CP119401.1,1
NZ_CP119402.1,NZ_CP119403.1,1
NZ_CP118195.1,NZ_CP118196.1,1
NZ_CP117861.1,NZ_CP117859.1,1
NZ_CP117861.1,NZ_CP117858.1,1
NZ_CP117861.1,NZ_CP117862.1,1
NZ_CP117863.1,NZ_CP117864.1,1
NZ_CP118675.1,NZ_CP118676.1,1
NZ_CP118675.1,NZ_CP118673.1,1
NZ_CP118675.1,NZ_CP118672.1,1
NZ_CP118675.1,NZ_CP118674.1,1
NZ_CP113926.1,NZ_CP113927.1,1
NZ_CP113930.1,NZ_CP113931.1,1
NZ_CP113932.1,NZ_CP113935.1,1
NZ_CP113932.1,NZ_CP113937.1,1
NZ_CP113932.1,NZ_CP113936.1,1
NZ_CP113932.1,NZ_CP113934.1,1
NZ_CP113932.1,NZ_CP113933.1,1
NZ_CP113943.1,NZ_CP113944.1,1
NZ_CP113921.1,NZ_CP113923.1,1
NZ_CP113921.1,NZ_CP113922.1,1
NZ_CP120417.1,NZ_CP120418.1,1
NZ_CP120417.1,NZ_CP120419.2,1
NZ_CP120417.1,NZ_CP120420.1,1
NZ_CP120417.1,NZ_CP120421.1,1
NZ_CP120633.1,NZ_CP120634.1,1
NZ_CP120885.1,NZ_CP120886.1,1
NZ_CP120885.1,NZ_CP120888.1,1
NZ_CP120885.1,NZ_CP120887.1,1
NZ_CP120885.1,NZ_CP120889.1,1
NZ_CP120894.1,NZ_CP120895.1,1
NZ_CP120894.1,NZ_CP120896.1,1
NZ_CP121066.1,NZ_CP121067.1,1
NZ_CP121070.1,NZ_CP121071.1,1
NZ_CP121070.1,NZ_CP121072.1,1
NZ_CP121076.1,NZ_CP121077.1,1
NZ_CP121073.1,NZ_CP121074.1,1
NZ_CP116889.1,NZ_CP116890.1,1
NZ_CP116889.1,NZ_CP116891.1,1
NZ_CP116892.1,NZ_CP116893.1,1
NZ_CP116892.1,NZ_CP116894.1,1
NZ_CP116895.1,NZ_CP116896.1,1
NZ_CP116895.1,NZ_CP116897.1,1
NZ_CP119980.1,NZ_CP119981.1,1
NZ_CP119984.1,NZ_CP119985.1,1
NZ_CP119986.1,NZ_CP119987.1,1
NZ_CP121591.1,NZ_CP121592.1,1
NZ_CP121591.1,NZ_CP121593.1,1
NZ_CP121591.1,NZ_CP121594.1,1
NZ_CP121577.1,NZ_CP121578.1,1
NZ_CP121563.1,NZ_CP121564.1,1
NZ_CP121563.1,NZ_CP121566.1,1
NZ_CP121570.1,NZ_CP121571.1,1
NZ_CP121570.1,NZ_CP121572.1,1
NZ_CP121570.1,NZ_CP121575.1,1
NZ_CP121570.1,NZ_CP121576.1,1
NZ_CP121581.1,NZ_CP121582.1,1
NZ_CP121560.1,NZ_CP121561.1,1
NZ_CP121560.1,NZ_CP121562.1,1
NZ_CP121609.1,NZ_CP121610.1,1
NZ_CP121609.1,NZ_CP121611.1,1
NZ_CP121579.1,NZ_CP121580.1,1
NZ_CP121625.1,NZ_CP121626.1,1
NZ_CP121625.1,NZ_CP121627.1,1
NZ_CP121625.1,NZ_CP121628.1,1
NZ_CP121604.1,NZ_CP121605.1,1
NZ_CP121598.1,NZ_CP121599.1,1
NZ_CP121598.1,NZ_CP121600.1,1
NZ_CP121601.1,NZ_CP121602.1,1
NZ_CP121601.1,NZ_CP121603.1,1
NZ_CP121629.1,NZ_CP121630.1,1
NZ_CP121629.1,NZ_CP121631.1,1
NZ_CP121615.1,NZ_CP121616.1,1
NZ_CP121615.1,NZ_CP121617.1,1
NZ_CP121615.1,NZ_CP121618.1,1
NZ_CP121588.1,NZ_CP121589.1,1
NZ_CP121588.1,NZ_CP121590.1,1
NZ_CP121671.1,NZ_CP121672.1,1
NZ_CP099379.1,NZ_CP099380.1,1
NZ_CP099217.1,NZ_CP099218.1,1
NZ_CP099217.1,NZ_CP099219.1,1
NZ_CP099349.1,NZ_CP099350.1,1
NZ_CP099382.1,NZ_CP099383.1,1
NZ_CP099222.1,NZ_CP099223.1,1
NZ_CP099222.1,NZ_CP099224.1,1
NZ_CP099252.1,NZ_CP099253.1,1
NZ_CP099260.1,NZ_CP099261.1,1
NZ_CP099260.1,NZ_CP099262.1,1
NZ_CP099260.1,NZ_CP099263.1,1
NZ_CP099260.1,NZ_CP099264.1,1
NZ_CP099260.1,NZ_CP099265.1,1
NZ_CP099351.1,NZ_CP099352.1,1
NZ_CP099351.1,NZ_CP099353.1,1
NZ_CP099351.1,NZ_CP099354.1,1
NZ_CP099351.1,NZ_CP099355.1,1
NZ_CP099351.1,NZ_CP099356.1,1
NZ_CP099351.1,NZ_CP099357.1,1
NZ_CP099358.1,NZ_CP099359.1,1
NZ_CP099358.1,NZ_CP099360.1,1
NZ_CP099358.1,NZ_CP099361.1,1
NZ_CP099358.1,NZ_CP099362.1,1
NZ_CP099358.1,NZ_CP099363.1,1
NZ_CP099140.1,NZ_CP099141.1,1
NZ_CP099306.1,NZ_CP099307.1,1
NZ_CP099311.1,NZ_CP099312.1,1
NZ_CP099311.1,NZ_CP099313.1,1
NZ_CP099084.1,NZ_CP099085.1,1
NZ_CP099367.1,NZ_CP099368.1,1
NZ_CP099367.1,NZ_CP099369.1,1
NZ_CP099370.1,NZ_CP099371.1,1
NZ_CP099370.1,NZ_CP099372.1,1
NZ_CP099344.1,NZ_CP099345.1,1
NZ_CP099344.1,NZ_CP099346.1,1
NZ_CP099344.1,NZ_CP099347.1,1
NZ_CP099344.1,NZ_CP099348.1,1
NZ_CP099364.1,NZ_CP099365.1,1
NZ_CP099316.1,NZ_CP099317.1,1
NZ_CP099314.1,NZ_CP099315.1,1
NZ_CP099328.1,NZ_CP099329.1,1
NZ_CP099328.1,NZ_CP099330.1,1
NZ_CP099338.1,NZ_CP099339.1,1
NZ_CP099338.1,NZ_CP099340.1,1
NZ_CP099338.1,NZ_CP099341.1,1
NZ_CP099338.1,NZ_CP099342.1,1
NZ_CP099338.1,NZ_CP099343.1,1
NZ_CP099325.1,NZ_CP099326.1,1
NZ_CP099323.1,NZ_CP099324.1,1
NZ_CP121583.1,NZ_CP121584.1,1
NZ_CP069082.1,NZ_CP069083.1,1
NZ_CP122363.1,NZ_CP122364.1,1
NZ_CP123231.1,NZ_CP123232.1,1
NZ_CP123231.1,NZ_CP123233.1,1
NZ_CP123231.1,NZ_CP123234.1,1
NZ_CP123231.1,NZ_CP123235.1,1
NZ_CP123231.1,NZ_CP123236.1,1
NZ_CP123504.1,NZ_CP123505.1,1
NZ_CP123504.1,NZ_CP123506.1,1
NZ_CP123504.1,NZ_CP123507.1,1
NZ_CP123504.1,NZ_CP123508.1,1
NZ_CP123504.1,NZ_CP123509.1,1
NZ_CP123504.1,NZ_CP123510.1,1
NZ_CP123504.1,NZ_CP123511.1,1
NZ_CP123504.1,NZ_CP123512.1,1
NZ_CP123504.1,NZ_CP123513.1,1
NZ_CP123504.1,NZ_CP123514.1,1
NZ_CP123504.1,NZ_CP123515.1,1
NZ_CP123504.1,NZ_CP123516.1,1
NZ_CP123504.1,NZ_CP123517.1,1
NZ_CP123504.1,NZ_CP123518.1,1
NZ_CP123504.1,NZ_CP123519.1,1
NZ_CP123504.1,NZ_CP123520.1,1
NZ_CP123504.1,NZ_CP123521.1,1
NZ_CP123504.1,NZ_CP123522.1,1
NZ_CP123523.1,NZ_CP123524.1,1
NZ_CP123523.1,NZ_CP123525.1,1
NZ_CP123523.1,NZ_CP123526.1,1
NZ_CP123523.1,NZ_CP123527.1,1
NZ_CP123523.1,NZ_CP123528.1,1
NZ_CP123523.1,NZ_CP123529.1,1
NZ_CP123523.1,NZ_CP123530.1,1
NZ_CP123523.1,NZ_CP123531.1,1
NZ_CP123523.1,NZ_CP123532.1,1
NZ_CP123523.1,NZ_CP123533.1,1
NZ_CP123523.1,NZ_CP123534.1,1
NZ_CP123523.1,NZ_CP123535.1,1
NZ_CP123523.1,NZ_CP123537.1,1
NZ_CP123523.1,NZ_CP123538.1,1
NZ_CP123523.1,NZ_CP123539.1,1
NZ_CP123523.1,NZ_CP123540.1,1
NZ_CP123523.1,NZ_CP123541.1,1
NZ_CP123523.1,NZ_CP123542.1,1
NZ_CP123544.1,NZ_CP123545.1,1
NZ_CP123544.1,NZ_CP123546.1,1
NZ_CP123544.1,NZ_CP123547.1,1
NZ_CP123544.1,NZ_CP123548.1,1
NZ_CP123544.1,NZ_CP123549.1,1
NZ_CP123544.1,NZ_CP123550.1,1
NZ_CP123544.1,NZ_CP123551.1,1
NZ_CP123544.1,NZ_CP123552.1,1
NZ_CP123544.1,NZ_CP123553.1,1
NZ_CP123544.1,NZ_CP123554.1,1
NZ_CP123544.1,NZ_CP123555.1,1
NZ_CP123544.1,NZ_CP123556.1,1
NZ_CP123544.1,NZ_CP123557.1,1
NZ_CP123544.1,NZ_CP123558.1,1
NZ_CP123544.1,NZ_CP123559.1,1
NZ_CP123544.1,NZ_CP123560.1,1
NZ_CP123561.1,NZ_CP123562.1,1
NZ_CP123561.1,NZ_CP123563.1,1
NZ_CP123561.1,NZ_CP123564.1,1
NZ_CP123561.1,NZ_CP123565.1,1
NZ_CP123561.1,NZ_CP123566.1,1
NZ_CP123561.1,NZ_CP123567.1,1
NZ_CP123561.1,NZ_CP123568.1,1
NZ_CP123561.1,NZ_CP123569.1,1
NZ_CP123561.1,NZ_CP123570.1,1
NZ_CP123561.1,NZ_CP123571.1,1
NZ_CP123561.1,NZ_CP123572.1,1
NZ_CP123561.1,NZ_CP123573.1,1
NZ_CP123561.1,NZ_CP123574.1,1
NZ_CP123561.1,NZ_CP123575.1,1
NZ_CP123561.1,NZ_CP123576.1,1
NZ_CP123561.1,NZ_CP123577.1,1
NZ_CP123639.1,NZ_CP123640.1,1
NZ_CP123958.1,NZ_CP123959.1,1
NZ_CP123986.1,NZ_CP123987.1,1
NZ_CP123986.1,NZ_CP123988.1,1
NZ_CP124121.1,NZ_CP124122.1,1
NZ_CP124121.1,NZ_CP124123.1,1
NZ_CP124121.1,NZ_CP124124.1,1
NZ_CP124121.1,NZ_CP124125.1,1
NZ_CP124522.1,NZ_CP124524.1,1
NZ_CP124622.1,NZ_CP124623.1,1
NZ_CP124641.1,NZ_CP124642.1,1
NZ_CP050820.1,NZ_CP050821.1,1
NZ_CP124750.1,NZ_CP124751.1,1
NZ_CP124750.1,NZ_CP124752.1,1
NZ_CP124750.1,NZ_CP124753.1,1
NZ_CP124322.1,NZ_CP124323.1,1
NZ_CP124392.1,NZ_CP124393.1,1
NZ_CP124392.1,NZ_CP124395.1,1
NZ_CP124392.1,NZ_CP124396.1,1
NZ_CP124392.1,NZ_CP124397.1,1
NZ_CP124398.1,NZ_CP124399.1,1
NZ_CP124320.1,NZ_CP124321.1,1
NZ_CP124332.1,NZ_CP124333.1,1
NZ_CP124804.1,NZ_CP124805.1,1
NZ_CP124804.1,NZ_CP124806.1,1
NZ_CP124804.1,NZ_CP124807.1,1
NZ_CP124804.1,NZ_CP124808.1,1
NZ_CP124824.1,NZ_CP124825.1,1
NZ_CP124824.1,NZ_CP124826.1,1
NZ_CP124813.1,NZ_CP124814.1,1
NZ_CP124813.1,NZ_CP124815.1,1
NZ_CP124813.1,NZ_CP124816.1,1
NZ_CP124813.1,NZ_CP124817.1,1
NZ_CP124813.1,NZ_CP124818.1,1
NZ_CP124809.1,NZ_CP124810.1,1
NZ_CP124809.1,NZ_CP124811.1,1
NZ_CP124819.1,NZ_CP124820.1,1
NZ_CP124819.1,NZ_CP124821.1,1
NZ_CP124819.1,NZ_CP124822.1,1
NZ_CP124819.1,NZ_CP124823.1,1
NZ_CP124891.1,NZ_CP124892.1,1
NZ_CP124882.1,NZ_CP124883.1,1
NZ_CP124894.1,NZ_CP124895.1,1
NZ_CP124894.1,NZ_CP124896.1,1
NZ_CP124894.1,NZ_CP124897.1,1
NZ_CP124901.1,NZ_CP124902.1,1
NZ_CP124901.1,NZ_CP124903.1,1
NZ_CP124901.1,NZ_CP124904.1,1
NZ_CP124911.1,NZ_CP124912.1,1
NZ_CP124906.1,NZ_CP124907.1,1
NZ_CP124908.1,NZ_CP124909.1,1
NZ_CP124908.1,NZ_CP124910.1,1
NZ_CP124921.1,NZ_CP124922.1,1
NZ_CP124923.1,NZ_CP124924.1,1
NZ_CP124918.1,NZ_CP124919.1,1
NZ_CP124918.1,NZ_CP124920.1,1
NZ_CP124914.1,NZ_CP124915.1,1
NZ_CP125083.1,NZ_CP125081.1,1
NZ_CP125083.1,NZ_CP125082.1,1
NZ_CP125220.1,NZ_CP125221.1,1
NZ_CP125220.1,NZ_CP125222.1,1
NZ_CP124515.1,NZ_CP124516.1,1
NZ_CP124511.1,NZ_CP124512.1,1
NZ_CP124508.1,NZ_CP124509.1,1
NZ_CP124508.1,NZ_CP124510.1,1
NZ_CP124500.1,NZ_CP124501.1,1
NZ_CP124498.1,NZ_CP124499.1,1
NZ_CP124495.1,NZ_CP124496.1,1
NZ_CP124495.1,NZ_CP124497.1,1
NZ_CP124490.1,NZ_CP124491.1,1
NZ_CP124487.1,NZ_CP124488.1,1
NZ_CP124487.1,NZ_CP124489.1,1
NZ_CP124483.1,NZ_CP124484.1,1
NZ_CP124481.1,NZ_CP124482.1,1
NZ_CP124475.1,NZ_CP124479.1,1
NZ_CP124471.1,NZ_CP124472.1,1
NZ_CP124471.1,NZ_CP124474.1,1
NZ_CP124467.1,NZ_CP124468.1,1
NZ_CP124467.1,NZ_CP124469.1,1
NZ_CP124467.1,NZ_CP124470.1,1
NZ_CP124455.1,NZ_CP124456.1,1
NZ_CP124455.1,NZ_CP124457.1,1
NZ_CP124455.1,NZ_CP124458.1,1
NZ_CP124455.1,NZ_CP124459.1,1
NZ_CP124442.1,NZ_CP124443.1,1
NZ_CP124442.1,NZ_CP124444.1,1
NZ_CP124442.1,NZ_CP124445.1,1
NZ_CP124442.1,NZ_CP124446.1,1
NZ_CP124442.1,NZ_CP124447.1,1
NZ_CP124429.1,NZ_CP124430.1,1
NZ_CP124429.1,NZ_CP124431.1,1
NZ_CP124429.1,NZ_CP124434.1,1
NZ_CP124429.1,NZ_CP124435.1,1
NZ_CP124424.1,NZ_CP124425.1,1
NZ_CP124424.1,NZ_CP124426.1,1
NZ_CP124424.1,NZ_CP124427.1,1
NZ_CP124424.1,NZ_CP124428.1,1
NZ_CP124415.1,NZ_CP124416.1,1
NZ_CP124415.1,NZ_CP124417.1,1
NZ_CP124415.1,NZ_CP124418.1,1
NZ_CP124415.1,NZ_CP124419.1,1
NZ_CP124517.1,NZ_CP124518.1,1
NZ_CP124517.1,NZ_CP124519.1,1
NZ_CP124410.1,NZ_CP124411.1,1
NZ_CP124410.1,NZ_CP124412.1,1
NZ_CP124410.1,NZ_CP124413.1,1
NZ_CP124410.1,NZ_CP124414.1,1
NZ_CP124405.1,NZ_CP124406.1,1
NZ_CP124405.1,NZ_CP124407.1,1
NZ_CP124405.1,NZ_CP124408.1,1
NZ_CP124405.1,NZ_CP124409.1,1
NZ_CP039544.1,NZ_CP039545.1,1
NZ_CP112980.1,NZ_CP112981.1,1
NZ_CP114501.1,NZ_CP114502.1,1
NZ_CP114505.1,NZ_CP114507.1,1
NZ_CP114505.1,NZ_CP114508.1,1
NZ_CP114505.1,NZ_CP114504.1,1
NZ_CP114505.1,NZ_CP114506.1,1
NZ_CP114505.1,NZ_CP114503.1,1
NZ_CP114509.1,NZ_CP114510.1,1
NZ_CP114509.1,NZ_CP114511.1,1
NZ_CP114515.1,NZ_CP114517.1,1
NZ_CP114515.1,NZ_CP114516.1,1
NZ_CP114524.1,NZ_CP114522.1,1
NZ_CP114524.1,NZ_CP114523.1,1
NZ_CP114524.1,NZ_CP114525.1,1
NZ_CP124362.1,NZ_CP124363.1,1
NZ_CP124448.1,NZ_CP124449.1,1
NZ_CP124448.1,NZ_CP124452.1,1
NZ_CP124448.1,NZ_CP124453.1,1
